user,project,recom_score
350,646,0.481280931
350,902,0.462465103
350,902,0.462465103
351,1017,0.493568921
351,646,0.481280931
351,646,0.481280931
351,314,0.464191568
351,1778,0.117417975
352,1017,0.493568921
352,1522,0.488453562
352,646,0.481280931
352,1975,0.48058402
352,458,0.470417677
353,815,0.497992691
353,646,0.481280931
353,1975,0.48058402
353,458,0.470417677
353,902,0.462465103
355,1884,0.424275937
355,1211,0.335772293
355,242,0.291802474
355,1334,0.181500306
355,98,0.160303958
355,83,0.079152722
355,668,0.053899797
357,815,0.497992691
357,1522,0.488453562
357,1975,0.48058402
357,1094,0.161989514
357,982,0.033765001
358,646,0.481280931
358,1233,0.42476093
358,471,0.321062517
358,29,0.199173214
358,1094,0.161989514
358,1778,0.117417975
358,1195,0.098351097
358,1102,0.0933456
358,83,0.079152722
358,1267,0.067164751
359,646,0.481280931
359,646,0.481280931
359,1975,0.48058402
359,314,0.464191568
359,291,0.362520441
362,432,0.497119077
362,1522,0.488453562
362,1674,0.478221746
362,902,0.462465103
362,1437,0.223213366
364,458,0.744304298
364,1809,0.640075518
364,1286,0.584261607
364,762,0.558593574
364,1247,0.494175501
364,1184,0.426981573
364,1919,0.423287464
364,807,0.413711238
364,1473,0.394368236
364,98,0.392241157
364,1902,0.359427877
364,109,0.359362177
364,29,0.358726384
364,423,0.307189878
364,925,0.284154259
364,826,0.283544388
364,1956,0.283111966
364,348,0.280729238
364,1295,0.267234355
364,1940,0.265443875
364,668,0.261356744
364,1800,0.235484542
364,1471,0.219075678
364,656,0.216915329
364,1898,0.216482372
364,1102,0.197566542
364,1334,0.181500306
365,1809,0.640075518
365,1286,0.550107266
365,361,0.542208238
365,124,0.51086001
365,224,0.478573555
365,1184,0.426981573
365,1919,0.423287464
365,98,0.392241157
365,250,0.386927162
365,1902,0.359427877
365,29,0.34046741
365,925,0.284154259
365,826,0.283544388
365,1956,0.283111966
365,348,0.280729238
365,423,0.280591067
365,224,0.276545221
365,1778,0.262050285
365,488,0.217265545
365,668,0.053899797
367,646,0.481280931
367,1180,0.376542532
367,867,0.368038985
367,1956,0.12035138
367,1102,0.0933456
367,709,0.092484468
367,83,0.079152722
368,815,0.497992691
368,1017,0.493568921
368,1017,0.493568921
368,646,0.481280931
368,218,0.409598796
369,1522,0.488453562
369,1674,0.478221746
369,458,0.470417677
369,458,0.470417677
369,1334,0.181500306
370,458,0.470417677
370,458,0.470417677
370,643,0.416228571
370,870,0.271168746
370,1334,0.181500306
374,432,0.497119077
374,1975,0.48058402
374,902,0.462465103
374,471,0.321062517
374,83,0.079152722
375,646,0.481280931
375,1247,0.382032007
375,1154,0.305246826
375,668,0.053899797
375,1542,0.029306628
377,1017,0.493568921
377,1243,0.380675292
377,442,0.217498034
377,271,0.211095193
377,1940,0.158482058
378,1017,0.493568921
378,1522,0.488453562
378,1674,0.478221746
378,1674,0.478221746
378,1778,0.117417975
379,1017,0.493568921
379,1522,0.488453562
379,1975,0.48058402
379,314,0.464191568
379,902,0.462465103
380,1560,0.666292034
380,1233,0.615199051
380,1017,0.601093502
380,506,0.576325483
380,1975,0.574736903
380,504,0.559114694
380,1284,0.550693465
380,1119,0.501016293
380,428,0.500938546
380,1286,0.486026193
380,646,0.481280931
380,1155,0.439845924
380,102,0.416542034
380,404,0.403133617
380,1430,0.394692874
380,1375,0.349643799
380,736,0.325356555
380,1471,0.313036507
380,965,0.301141695
380,348,0.279870112
380,247,0.266602417
380,1267,0.245752084
380,925,0.244733453
380,1786,0.240459358
380,423,0.237010505
380,944,0.220578491
380,656,0.122148519
380,783,0.117607632
381,1560,0.666292034
381,646,0.622009613
381,295,0.618128488
381,1674,0.618000792
381,396,0.61564039
381,1233,0.615199051
381,902,0.586331363
381,506,0.576325483
381,1284,0.550693465
381,475,0.53548112
381,94,0.531652276
381,1785,0.503167324
381,1119,0.501016293
381,154,0.494412952
381,262,0.461351994
381,1932,0.436146234
381,1453,0.419720017
381,1410,0.416705115
381,102,0.416542034
381,1430,0.394692874
381,1919,0.388731165
381,1426,0.380366269
381,271,0.342753479
381,471,0.321062517
381,109,0.317021362
381,242,0.291802474
381,1094,0.289619628
381,963,0.281275359
381,247,0.266602417
381,1532,0.261384062
381,292,0.249257386
381,1267,0.245752084
381,488,0.209781302
381,1590,0.20716552
381,683,0.188025937
381,347,0.169733636
381,98,0.160303958
381,376,0.143827841
381,668,0.053899797
384,430,0.387903289
384,1211,0.335772293
384,1334,0.181500306
384,826,0.130665001
384,83,0.079152722
387,314,0.464191568
387,902,0.462465103
387,83,0.079152722
387,139,0.06425037
387,780,0.049731195
389,1017,0.493568921
389,1017,0.493568921
389,646,0.481280931
389,902,0.462465103
389,1892,0.239547986
393,432,0.497119077
393,1522,0.488453562
393,646,0.481280931
393,314,0.464191568
393,430,0.387903289
398,646,0.481280931
398,646,0.481280931
398,314,0.464191568
398,1102,0.0933456
398,709,0.092484468
400,646,0.481280931
400,1674,0.478221746
400,458,0.470417677
400,1415,0.331042986
400,668,0.053899797
401,646,0.481280931
401,314,0.464191568
401,1438,0.447726548
401,1809,0.422580077
401,475,0.39814804
401,1274,0.356369547
401,620,0.269900785
401,1200,0.224437925
401,1102,0.0933456
401,709,0.092484468
401,668,0.053899797
402,730,0.456457303
402,1196,0.351231247
402,1154,0.305246826
402,1334,0.181500306
402,826,0.130665001
402,1102,0.0933456
402,83,0.079152722
402,982,0.033765001
408,1975,0.48058402
408,98,0.160303958
408,139,0.06425037
408,668,0.053899797
408,780,0.049731195
412,432,0.497119077
412,646,0.481280931
412,1674,0.478221746
412,314,0.464191568
412,902,0.462465103
413,815,0.497992691
413,1017,0.493568921
413,1522,0.488453562
413,646,0.481280931
413,1975,0.48058402
414,815,0.497992691
414,646,0.481280931
414,458,0.470417677
414,314,0.464191568
414,902,0.462465103
415,1674,0.478221746
415,458,0.470417677
415,314,0.464191568
415,902,0.462465103
415,1867,0.306660839
420,314,0.464191568
420,314,0.464191568
420,1195,0.098351097
420,83,0.079152722
420,668,0.053899797
425,815,0.497992691
425,432,0.497119077
425,1017,0.493568921
425,646,0.481280931
425,314,0.464191568
426,1522,0.488453562
426,1674,0.478221746
426,458,0.470417677
426,819,0.172303254
426,1675,0.14293235
429,1017,0.493568921
429,471,0.321062517
429,404,0.304422738
429,1437,0.223213366
429,83,0.079152722
430,646,0.481280931
430,314,0.464191568
430,314,0.464191568
430,902,0.462465103
430,1940,0.158482058
431,1522,0.488453562
431,1975,0.48058402
431,1975,0.48058402
431,458,0.470417677
431,1437,0.223213366
432,432,0.497119077
432,1522,0.488453562
432,646,0.481280931
432,646,0.481280931
432,458,0.470417677
433,646,0.481280931
433,1975,0.48058402
433,902,0.462465103
433,1102,0.0933456
433,709,0.092484468
434,815,0.497992691
434,432,0.497119077
434,1017,0.493568921
434,1975,0.48058402
434,314,0.464191568
436,815,0.497992691
436,1017,0.493568921
436,646,0.481280931
436,1975,0.48058402
436,902,0.462465103
437,432,0.497119077
437,646,0.481280931
437,1334,0.181500306
437,1102,0.0933456
437,709,0.092484468
438,291,0.506695822
438,1341,0.438252854
438,1274,0.356369547
438,1707,0.354349532
438,1426,0.348444808
438,207,0.346342031
438,944,0.192578493
438,381,0.169258464
438,387,0.162617634
438,1542,0.150001459
439,815,0.497992691
439,1522,0.488453562
439,646,0.481280931
439,1975,0.48058402
439,1674,0.478221746
442,815,0.497992691
442,1522,0.488453562
442,646,0.481280931
442,458,0.470417677
442,902,0.462465103
444,1133,0.383425971
444,1247,0.382032007
444,224,0.276545221
444,1437,0.223213366
444,1496,0.209832416
444,1334,0.181500306
444,1252,0.129653897
444,1102,0.0933456
445,1522,0.488453562
445,1233,0.42476093
445,124,0.329848631
445,1892,0.239547986
445,1437,0.223213366
445,709,0.092484468
445,83,0.079152722
445,668,0.053899797
446,815,0.497992691
446,1522,0.488453562
446,458,0.470417677
446,314,0.464191568
446,902,0.462465103
451,432,0.497119077
451,902,0.462465103
451,295,0.460275496
451,1155,0.353609552
451,83,0.079152722
452,1017,0.602462174
452,497,0.539824779
452,1247,0.494175501
452,867,0.492619875
452,291,0.487186491
452,1352,0.483497315
452,124,0.457039579
452,224,0.456974277
452,1785,0.433412992
452,1890,0.433252051
452,1473,0.394368236
452,1375,0.366554762
452,736,0.361986694
452,965,0.344571733
452,1460,0.338892584
452,29,0.321307356
452,1940,0.265443875
452,1471,0.219075678
452,423,0.218793419
452,1898,0.216482372
452,1102,0.197566542
452,1295,0.153029181
452,268,0.149783297
452,1032,0.14555799
452,665,0.144456896
452,783,0.108334013
459,1522,0.488453562
459,646,0.481280931
459,1975,0.48058402
459,314,0.464191568
459,902,0.462465103
460,1975,0.48058402
460,314,0.464191568
460,295,0.460275496
460,1875,0.149826946
460,668,0.053899797
462,432,0.497119077
462,1017,0.493568921
462,646,0.481280931
462,1674,0.478221746
462,458,0.470417677
465,475,0.511890302
465,807,0.330045249
465,348,0.287094835
465,98,0.278392963
465,826,0.272499692
465,358,0.263660748
465,1956,0.24671655
465,347,0.200526126
465,1819,0.197015787
465,1222,0.126957682
466,1017,0.493568921
466,646,0.481280931
466,1975,0.48058402
466,902,0.462465103
466,1133,0.383425971
471,1180,0.376542532
471,867,0.368038985
471,1274,0.356369547
471,1956,0.12035138
471,83,0.079152722
472,1975,0.48058402
472,1975,0.48058402
472,271,0.211095193
472,1102,0.0933456
472,668,0.053899797
475,815,0.497992691
475,295,0.460275496
475,13,0.362627608
475,1670,0.323563122
475,1940,0.158482058
477,815,0.497992691
477,432,0.497119077
477,646,0.481280931
477,458,0.470417677
477,348,0.120907519
483,458,0.470417677
483,314,0.464191568
483,1707,0.220613815
483,1778,0.117417975
483,1195,0.098351097
485,295,0.460275496
485,13,0.362627608
485,291,0.362520441
485,1670,0.323563122
485,738,0.317693023
485,1940,0.158482058
485,1471,0.103955006
486,646,0.481280931
486,646,0.481280931
486,458,0.470417677
486,1102,0.0933456
486,709,0.092484468
487,1809,0.422580077
487,1247,0.382032007
487,1496,0.209832416
487,1334,0.181500306
487,1252,0.129653897
487,1102,0.0933456
488,646,0.481280931
488,1975,0.48058402
488,458,0.470417677
488,471,0.321062517
488,1590,0.05856752
490,815,0.497992691
490,432,0.497119077
490,1017,0.493568921
490,1522,0.488453562
490,1975,0.48058402
491,1560,0.666292034
491,1233,0.615199051
491,506,0.576325483
491,1284,0.550693465
491,1119,0.501016293
491,102,0.416542034
491,1430,0.394692874
491,247,0.266602417
491,1267,0.245752084
491,1778,0.117417975
495,646,0.481280931
495,646,0.481280931
495,1674,0.478221746
495,902,0.462465103
495,902,0.462465103
497,432,0.497119077
497,1017,0.493568921
497,1522,0.488453562
497,646,0.481280931
497,29,0.199173214
498,1017,0.493568921
498,646,0.481280931
498,1975,0.48058402
498,314,0.464191568
498,902,0.462465103
500,432,0.497119077
500,1017,0.493568921
500,1017,0.493568921
500,1975,0.48058402
500,1415,0.331042986
501,815,0.497992691
501,815,0.497992691
501,1017,0.493568921
501,902,0.462465103
501,1741,0.094514554
504,1522,0.488453562
504,646,0.481280931
504,1975,0.48058402
504,458,0.470417677
504,314,0.464191568
507,815,0.497992691
507,432,0.497119077
507,1674,0.478221746
507,458,0.470417677
507,902,0.462465103
509,432,0.497119077
509,1017,0.493568921
509,1522,0.488453562
509,458,0.470417677
509,314,0.464191568
510,815,0.497992691
510,1017,0.493568921
510,1975,0.48058402
510,458,0.470417677
510,314,0.464191568
511,1017,0.493568921
511,1017,0.493568921
511,1674,0.478221746
511,458,0.470417677
511,271,0.211095193
516,815,0.497992691
516,1522,0.488453562
516,646,0.481280931
516,314,0.464191568
516,1334,0.181500306
518,1522,0.488453562
518,1674,0.478221746
518,458,0.470417677
518,291,0.362520441
518,1778,0.117417975
519,497,0.539824779
519,291,0.487186491
519,1352,0.483497315
519,124,0.457039579
519,1785,0.433412992
519,1890,0.433252051
519,867,0.368038985
519,736,0.361986694
519,268,0.149783297
519,783,0.108334013
519,780,0.049731195
520,815,0.497992691
520,432,0.497119077
520,1522,0.488453562
520,902,0.462465103
520,430,0.387903289
521,646,0.481280931
521,1975,0.48058402
521,1674,0.478221746
521,458,0.470417677
521,314,0.464191568
522,646,0.481280931
522,1975,0.48058402
522,458,0.470417677
522,826,0.130665001
522,982,0.033765001
523,1674,0.478221746
523,902,0.462465103
523,1785,0.320948772
523,1334,0.181500306
523,83,0.079152722
524,504,0.602405845
524,1414,0.562884799
524,1884,0.542124251
524,1155,0.514473413
524,1453,0.404038184
524,250,0.36500128
524,207,0.352771465
524,1362,0.345229613
524,242,0.291802474
524,488,0.228184698
525,1975,0.48058402
525,1133,0.383425971
525,1415,0.331042986
525,1334,0.181500306
525,83,0.079152722
526,314,0.464191568
526,314,0.464191568
526,902,0.462465103
526,1785,0.320948772
526,83,0.079152722
529,815,0.497992691
529,646,0.481280931
529,1674,0.478221746
529,314,0.464191568
529,902,0.462465103
534,432,0.497119077
534,1975,0.48058402
534,458,0.470417677
534,314,0.464191568
534,902,0.462465103
538,815,0.497992691
538,1017,0.493568921
538,646,0.481280931
538,458,0.470417677
538,826,0.130665001
540,646,0.481280931
540,428,0.412401464
540,1247,0.382032007
540,1154,0.305246826
540,668,0.053899797
542,815,0.497992691
542,1522,0.488453562
542,646,0.481280931
542,314,0.464191568
542,902,0.462465103
544,1017,0.493568921
544,1522,0.488453562
544,1674,0.478221746
544,458,0.470417677
544,902,0.462465103
546,432,0.497119077
546,1522,0.488453562
546,458,0.470417677
546,314,0.464191568
546,902,0.462465103
547,432,0.497119077
547,1017,0.493568921
547,1522,0.488453562
547,646,0.481280931
547,902,0.462465103
549,815,0.497992691
549,432,0.497119077
549,1975,0.48058402
549,1674,0.478221746
549,458,0.470417677
551,432,0.497119077
551,646,0.481280931
551,1674,0.478221746
551,314,0.464191568
551,1102,0.0933456
552,497,0.539824779
552,291,0.487186491
552,1352,0.483497315
552,124,0.457039579
552,1785,0.433412992
552,1890,0.433252051
552,736,0.361986694
552,224,0.276545221
552,268,0.149783297
552,783,0.108334013
552,83,0.079152722
553,646,0.481280931
553,1975,0.48058402
553,458,0.470417677
553,314,0.464191568
553,430,0.387903289
554,815,0.497992691
554,1975,0.48058402
554,1674,0.478221746
554,902,0.462465103
554,1932,0.301364784
555,646,0.481280931
555,1975,0.48058402
555,1975,0.48058402
555,314,0.464191568
555,1892,0.239547986
560,314,0.464191568
560,295,0.460275496
560,13,0.362627608
560,1670,0.323563122
560,1940,0.158482058
561,1017,0.493568921
561,646,0.481280931
561,1674,0.478221746
561,902,0.462465103
561,139,0.06425037
562,1674,0.478221746
562,458,0.470417677
562,314,0.464191568
562,902,0.462465103
562,29,0.199173214
563,432,0.497119077
563,1522,0.488453562
563,646,0.481280931
563,314,0.464191568
563,902,0.462465103
564,448,0.322800907
564,1917,0.273205823
564,1334,0.181500306
564,758,0.13695512
564,668,0.053899797
566,1017,0.493568921
566,1522,0.488453562
566,646,0.481280931
566,458,0.470417677
566,83,0.079152722
567,815,0.497992691
567,1674,0.478221746
567,1674,0.478221746
567,902,0.462465103
567,83,0.079152722
569,1975,0.48058402
569,314,0.464191568
569,730,0.456457303
569,1154,0.305246826
569,1102,0.0933456
571,815,0.497992691
571,1522,0.488453562
571,646,0.481280931
571,314,0.464191568
571,902,0.462465103
572,1007,0.451360095
572,262,0.347519938
572,1415,0.331042986
572,242,0.291802474
572,442,0.217498034
572,1102,0.0933456
572,83,0.079152722
572,668,0.053899797
575,1522,0.488453562
575,1975,0.48058402
575,1674,0.478221746
575,458,0.470417677
575,902,0.462465103
576,815,0.497992691
576,646,0.481280931
576,1975,0.48058402
576,1674,0.478221746
576,1274,0.356369547
578,432,0.497119077
578,295,0.460275496
578,13,0.362627608
578,1670,0.323563122
578,1940,0.158482058
580,1007,0.451360095
580,262,0.347519938
580,1415,0.331042986
580,442,0.217498034
580,1102,0.0933456
580,83,0.079152722
580,668,0.053899797
581,1017,0.493568921
581,1522,0.488453562
581,314,0.464191568
581,442,0.217498034
581,1940,0.158482058
583,314,0.464191568
583,475,0.39814804
583,1180,0.376542532
583,83,0.079152722
583,488,0.072180716
584,646,0.481280931
584,458,0.470417677
584,314,0.464191568
584,1809,0.422580077
584,1200,0.224437925
585,1674,0.478221746
585,1180,0.376542532
585,867,0.368038985
585,1956,0.12035138
585,83,0.079152722
586,815,0.497992691
586,432,0.497119077
586,1522,0.488453562
586,646,0.481280931
586,458,0.470417677
587,815,0.497992691
587,458,0.470417677
587,458,0.470417677
587,458,0.470417677
587,1334,0.181500306
588,646,0.481280931
588,1975,0.48058402
588,1674,0.478221746
588,458,0.470417677
588,291,0.362520441
589,815,0.497992691
589,432,0.497119077
589,1975,0.48058402
589,1674,0.478221746
589,458,0.470417677
591,1017,0.493568921
591,314,0.464191568
591,1496,0.209832416
591,1875,0.149826946
591,83,0.079152722
593,815,0.497992691
593,1975,0.48058402
593,1867,0.306660839
593,1334,0.181500306
593,1222,0.126957682
597,646,0.481280931
597,314,0.464191568
597,314,0.464191568
597,29,0.199173214
597,387,0.039028998
600,314,0.464191568
600,291,0.362520441
600,1334,0.181500306
600,819,0.172303254
600,1675,0.14293235
605,1522,0.488453562
605,646,0.481280931
605,1674,0.478221746
605,458,0.470417677
605,1334,0.181500306
607,646,0.481280931
607,646,0.481280931
607,458,0.470417677
607,902,0.462465103
607,83,0.079152722
609,1017,0.493568921
609,1522,0.488453562
609,1522,0.488453562
609,902,0.462465103
609,1102,0.0933456
610,815,0.497992691
610,1674,0.478221746
610,1674,0.478221746
610,314,0.464191568
610,1243,0.380675292
613,1007,0.676593129
613,1879,0.599463218
613,1414,0.58638031
613,762,0.565957668
613,1932,0.493785117
613,1473,0.484486629
613,242,0.454359271
613,658,0.435146729
613,29,0.376696678
613,819,0.353730778
613,109,0.336205325
613,423,0.298352015
613,1590,0.266024466
613,1295,0.26493831
613,683,0.264091031
613,1800,0.235878275
613,1634,0.231654699
613,376,0.199924603
613,1334,0.181500306
615,432,0.497119077
615,1674,0.478221746
615,458,0.470417677
615,1778,0.117417975
615,1195,0.098351097
616,815,0.497992691
616,432,0.497119077
616,1017,0.493568921
616,1975,0.48058402
616,458,0.470417677
618,432,0.497119077
618,1017,0.493568921
618,646,0.481280931
618,458,0.470417677
618,902,0.462465103
619,815,0.497992691
619,432,0.497119077
619,646,0.481280931
619,646,0.481280931
619,83,0.079152722
620,1017,0.493568921
620,1522,0.488453562
620,1975,0.48058402
620,1674,0.478221746
620,314,0.464191568
622,815,0.497992691
622,314,0.464191568
622,314,0.464191568
622,902,0.462465103
622,271,0.211095193
623,428,0.626830083
623,1286,0.612904425
623,361,0.558077915
623,762,0.527965727
623,1932,0.480728899
623,423,0.351256695
623,1195,0.285913473
623,1295,0.28115648
623,1800,0.194545062
625,1017,0.493568921
625,1975,0.48058402
625,458,0.470417677
625,314,0.464191568
625,902,0.462465103
626,646,0.481280931
626,646,0.481280931
626,646,0.481280931
626,458,0.470417677
626,291,0.362520441
628,646,0.481280931
628,458,0.470417677
628,314,0.464191568
628,902,0.462465103
628,83,0.079152722
631,1007,0.604180444
631,855,0.583290849
631,428,0.572547164
631,504,0.559232145
631,218,0.548821984
631,1286,0.520405333
631,1247,0.50919415
631,361,0.491105719
631,762,0.470168236
631,1473,0.413159926
631,1195,0.381633228
631,258,0.34984155
631,29,0.333072038
631,1235,0.214714414
631,668,0.195771279
631,1590,0.193599875
631,656,0.144199704
631,1800,0.143858315
634,1522,0.488453562
634,314,0.464191568
634,102,0.224326889
634,1707,0.220613815
634,1334,0.181500306
638,815,0.497992691
638,1522,0.488453562
638,1674,0.478221746
638,458,0.470417677
638,314,0.464191568
639,432,0.497119077
639,646,0.481280931
639,646,0.481280931
639,458,0.470417677
639,902,0.462465103
640,815,0.497992691
640,646,0.481280931
640,1674,0.478221746
640,314,0.464191568
640,902,0.462465103
644,432,0.497119077
644,1017,0.493568921
644,314,0.464191568
644,902,0.462465103
644,668,0.053899797
645,1017,0.493568921
645,1809,0.422580077
645,1274,0.356369547
645,1200,0.224437925
645,83,0.079152722
646,815,0.497992691
646,1017,0.493568921
646,1522,0.488453562
646,1975,0.48058402
646,314,0.464191568
649,1017,0.493568921
649,458,0.470417677
649,271,0.211095193
649,83,0.079152722
649,668,0.053899797
652,432,0.497119077
652,458,0.470417677
652,314,0.464191568
652,902,0.462465103
652,1243,0.380675292
654,1017,0.493568921
654,646,0.481280931
654,314,0.464191568
654,291,0.362520441
654,242,0.291802474
655,1674,0.478221746
655,902,0.462465103
655,295,0.460275496
655,218,0.409598796
655,1155,0.353609552
656,1710,0.63899101
656,295,0.629294331
656,1011,0.607759836
656,1154,0.57687148
656,262,0.505315814
656,1975,0.48058402
656,848,0.471132455
656,1341,0.470045576
656,242,0.461603829
656,295,0.460275496
656,658,0.458196874
656,271,0.397122824
656,1919,0.375384701
656,157,0.325398786
656,920,0.302853095
656,1542,0.296145834
656,963,0.278791231
656,783,0.245023959
656,1575,0.236529703
656,292,0.202105865
656,1875,0.149826946
656,139,0.06425037
656,668,0.053899797
658,1522,0.488453562
658,646,0.481280931
658,1975,0.48058402
658,314,0.464191568
658,902,0.462465103
660,815,0.497992691
660,432,0.497119077
660,646,0.481280931
660,458,0.470417677
660,271,0.211095193
661,902,0.462465103
661,477,0.245981136
661,1919,0.242373241
661,1892,0.239547986
661,1334,0.181500306
662,432,0.497119077
662,646,0.481280931
662,458,0.470417677
662,1102,0.0933456
662,709,0.092484468
664,432,0.497119077
664,1522,0.488453562
664,646,0.481280931
664,458,0.470417677
664,902,0.462465103
665,1522,0.488453562
665,1674,0.478221746
665,458,0.470417677
665,442,0.217498034
665,1940,0.158482058
666,815,0.497992691
666,1017,0.493568921
666,1522,0.488453562
666,1975,0.48058402
666,902,0.462465103
667,1674,0.636416139
667,1522,0.615212286
667,646,0.481280931
667,242,0.43785482
667,1252,0.264776077
667,250,0.247717295
667,139,0.241787588
667,1590,0.216135021
667,665,0.202457744
667,783,0.184135162
667,668,0.180145028
668,314,0.464191568
668,295,0.460275496
668,291,0.362520441
668,1437,0.223213366
668,1471,0.103955006
669,432,0.497119077
669,1975,0.48058402
669,458,0.470417677
669,314,0.464191568
669,668,0.053899797
670,815,0.497992691
670,1017,0.493568921
670,1438,0.447726548
670,475,0.39814804
670,826,0.130665001
673,815,0.497992691
673,1017,0.493568921
673,1522,0.488453562
673,458,0.470417677
673,902,0.462465103
674,1017,0.493568921
674,1522,0.488453562
674,646,0.481280931
674,1975,0.48058402
674,314,0.464191568
679,1017,0.493568921
679,1017,0.493568921
679,646,0.481280931
679,458,0.470417677
679,1247,0.382032007
681,432,0.497119077
681,1017,0.493568921
681,1975,0.48058402
681,1674,0.478221746
681,458,0.470417677
685,458,0.470417677
685,458,0.470417677
685,1809,0.422580077
685,109,0.162040046
685,1675,0.14293235
687,1017,0.493568921
687,646,0.481280931
687,458,0.470417677
687,314,0.464191568
687,1415,0.331042986
688,432,0.497119077
688,1522,0.488453562
688,646,0.481280931
688,646,0.481280931
688,428,0.412401464
692,1674,0.478221746
692,458,0.470417677
692,295,0.460275496
692,291,0.362520441
692,1471,0.103955006
693,646,0.481280931
693,1975,0.48058402
693,1674,0.478221746
693,458,0.470417677
693,902,0.462465103
694,1975,0.48058402
694,1975,0.48058402
694,314,0.464191568
694,477,0.245981136
694,1919,0.242373241
695,815,0.497992691
695,646,0.481280931
695,1975,0.48058402
695,1674,0.478221746
695,902,0.462465103
699,646,0.481280931
699,458,0.470417677
699,314,0.464191568
699,1334,0.181500306
699,83,0.079152722
700,1522,0.488453562
700,646,0.481280931
700,1674,0.478221746
700,1247,0.382032007
700,242,0.291802474
702,815,0.497992691
702,432,0.497119077
702,1017,0.493568921
702,314,0.464191568
702,902,0.462465103
704,1522,0.488453562
704,1522,0.488453562
704,646,0.481280931
704,668,0.053899797
704,1542,0.029306628
705,815,0.497992691
705,432,0.497119077
705,1522,0.488453562
705,1975,0.48058402
705,314,0.464191568
706,646,0.481280931
706,902,0.462465103
706,295,0.460275496
706,430,0.387903289
706,1334,0.181500306
707,815,0.497992691
707,1975,0.48058402
707,1975,0.48058402
707,902,0.462465103
707,1102,0.0933456
708,1522,0.488453562
708,1975,0.48058402
708,458,0.470417677
708,314,0.464191568
708,902,0.462465103
709,815,0.497992691
709,1017,0.493568921
709,646,0.481280931
709,458,0.470417677
709,314,0.464191568
710,432,0.497119077
710,432,0.497119077
710,646,0.481280931
710,458,0.470417677
710,1334,0.181500306
714,432,0.497119077
714,1522,0.488453562
714,1522,0.488453562
714,646,0.481280931
714,83,0.079152722
715,504,0.602405845
715,1414,0.562884799
715,1884,0.542124251
715,1155,0.514473413
715,1453,0.404038184
715,250,0.36500128
715,207,0.352771465
715,1362,0.345229613
715,488,0.228184698
716,1017,0.493568921
716,314,0.464191568
716,314,0.464191568
716,102,0.224326889
716,1334,0.181500306
718,432,0.497119077
718,1017,0.493568921
718,646,0.481280931
718,1975,0.48058402
718,314,0.464191568
719,432,0.497119077
719,1522,0.488453562
719,646,0.481280931
719,1674,0.478221746
719,314,0.464191568
721,1017,0.493568921
721,1522,0.488453562
721,1674,0.478221746
721,458,0.470417677
721,1133,0.383425971
722,815,0.497992691
722,1522,0.488453562
722,1975,0.48058402
722,1674,0.478221746
722,1292,0.299008138
724,815,0.497992691
724,646,0.481280931
724,902,0.462465103
724,1247,0.382032007
724,381,0.055726547
727,1674,0.478221746
727,458,0.470417677
727,102,0.224326889
727,1334,0.181500306
727,1940,0.158482058
730,1975,0.48058402
730,1975,0.48058402
730,1785,0.320948772
730,29,0.199173214
730,83,0.079152722
733,432,0.497119077
733,1017,0.493568921
733,646,0.481280931
733,458,0.470417677
733,902,0.462465103
734,432,0.497119077
734,1017,0.493568921
734,646,0.481280931
734,1975,0.48058402
734,458,0.470417677
738,295,0.460275496
738,13,0.362627608
738,1670,0.323563122
738,1334,0.181500306
738,1940,0.158482058
738,1195,0.098351097
738,83,0.079152722
739,1017,0.493568921
739,314,0.464191568
739,314,0.464191568
739,902,0.462465103
739,83,0.079152722
742,432,0.497119077
742,1522,0.488453562
742,458,0.470417677
742,902,0.462465103
742,1940,0.158482058
743,815,0.497992691
743,1522,0.488453562
743,458,0.470417677
743,314,0.464191568
743,83,0.079152722
744,295,0.460275496
744,1334,0.181500306
744,1094,0.161989514
744,668,0.053899797
744,982,0.033765001
745,432,0.497119077
745,1674,0.478221746
745,1809,0.422580077
745,109,0.162040046
745,1675,0.14293235
746,1017,0.493568921
746,1017,0.493568921
746,1522,0.488453562
746,646,0.481280931
746,1334,0.181500306
753,1017,0.493568921
753,1522,0.488453562
753,646,0.481280931
753,1674,0.478221746
753,314,0.464191568
756,646,0.481280931
756,1247,0.382032007
756,1154,0.305246826
756,139,0.06425037
756,668,0.053899797
757,815,0.497992691
757,815,0.497992691
757,902,0.462465103
757,1438,0.447726548
757,475,0.39814804
758,1809,0.640075518
758,1184,0.426981573
758,1919,0.423287464
758,98,0.392241157
758,1902,0.359427877
758,1415,0.331042986
758,925,0.284154259
758,826,0.283544388
758,1956,0.283111966
758,348,0.280729238
758,1496,0.209832416
758,1875,0.149826946
760,815,0.497992691
760,432,0.497119077
760,458,0.470417677
760,902,0.462465103
760,1778,0.117417975
761,432,0.497119077
761,1522,0.488453562
761,646,0.481280931
761,1674,0.478221746
761,902,0.462465103
762,432,0.497119077
762,1017,0.493568921
762,1522,0.488453562
762,1975,0.48058402
762,314,0.464191568
772,432,0.497119077
772,1674,0.478221746
772,1674,0.478221746
772,314,0.464191568
772,83,0.079152722
773,1017,0.493568921
773,1975,0.48058402
773,1975,0.48058402
773,1867,0.306660839
773,83,0.079152722
774,815,0.497992691
774,432,0.497119077
774,1017,0.493568921
774,1522,0.488453562
774,458,0.470417677
777,815,0.497992691
777,432,0.497119077
